Respondent_ID,Age_Group,Height_Group,City_Type,Occupation,Monthly_Personal_Income,Body_Shape,Shopping_Frequency,Shopping_Channels,Clothing_Types_Bought,Fit_Issue_Frequency,Biggest_Fit_Issues,Fit_Frustration_Score,Skipped_Purchase_Due_To_Fit,Alteration_Frequency,Monthly_Alteration_Spend,Online_Return_Frequency,Return_Reasons,Preferred_Bottomwear,Preferred_Topwear,Preferred_Dress_Types,Preferred_Colors,Budget_Per_Item,Pay_20_Percent_More_For_Perfect_Fit,Switch_Brand_For_Better_Fit,Purchase_Likelihood
PF100483,28–35,4’10” – 5’0”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Rarely,Myntra,Dresses,Rarely,Sleeves too long,2,Never,Sometimes,₹0,Very often,Size inconsistency,"Cropped pants, Formal trousers","Fitted tops, Crop tops, Casual tops",A-line,Dark tones,"₹1,000 – ₹2,000",Will not buy,No,Maybe
PF100484,18–22,Above 5’3”,Tier 1 (Metro),Homemaker,No income,Pear (hips wider),Rarely,Myntra,"Tops / Shirts, Dresses, Ethnic wear (Kurtas, sets)",Rarely,Dresses too long,2,"Yes, frequently",Never,₹0,Never,Other,"Formal trousers, Straight jeans",Crop tops,Midi dresses,"Neutral (Black, White, Beige), Dark tones, Pastel","₹1,000 – ₹2,000",Unlikely,No,Definitely not
PF100485,23–27,5’2” – 5’3”,Tier 1 (Metro),Self-employed,"₹20,000 – ₹50,000",Not sure,Rarely,"Instagram brands, Local stores","Jeans / Trousers, Dresses, Tops / Shirts",Always,Pants too long,4,"Yes, sometimes",Always,₹700+,Very often,"Fabric quality, Poor fit","Formal trousers, Cropped pants",Fitted tops,Bodycon,"Neutral (Black, White, Beige), Bright colors, Pastel","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF100486,18–22,4’10” – 5’0”,Tier 1 (Metro),Student,No income,Rectangle (straight),Once every 2–3 months,Myntra,Jeans / Trousers,Often,"Dresses too long, Waist not fitting properly",5,Rarely,Often,₹300–₹700,Rarely,"Fabric quality, Poor fit","Straight jeans, Formal trousers, Wide-leg pants","Fitted tops, Casual tops, Crop tops",Bodycon,"Pastel, Dark tones","Below ₹1,000",Depends,"Yes, definitely",Definitely will buy
PF100487,23–27,4’10” – 5’0”,Tier 2,Homemaker,No income,Pear (hips wider),Monthly,"Zara / H&M, Amazon / Flipkart","Jeans / Trousers, Tops / Shirts",Rarely,"Waist not fitting properly, Pants too long, Sleeves too long",2,Rarely,Never,₹0,Rarely,"Poor fit, Size inconsistency",Straight jeans,Casual tops,"Maxi dresses, Mini dresses","Bright colors, Dark tones, Prints","₹1,000 – ₹2,000",Will not buy,No,Definitely not
PF100488,18–22,5’0” – 5’2”,Tier 3 / Smaller town,Working Professional,"Below ₹20,000",Apple (midsection wider),Rarely,"Myntra, Amazon / Flipkart, Ajio","Tops / Shirts, Dresses, Ethnic wear (Kurtas, sets)",Sometimes,Poor overall proportion,2,Never,Often,₹700+,Sometimes,"Size inconsistency, Poor fit","Straight jeans, Slim fit jeans","Casual tops, Fitted tops",Mini dresses,"Pastel, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Unlikely,No,Maybe
PF100489,28–35,4’10” – 5’0”,Tier 2,Working Professional,"Above ₹1,00,000",Apple (midsection wider),Weekly,"Ajio, Local stores",Jeans / Trousers,Always,"Sleeves too long, Waist not fitting properly",5,"Yes, sometimes",Often,₹100–₹300,Sometimes,"Poor fit, Fabric quality",Wide-leg pants,Casual tops,A-line,"Pastel, Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF100490,28–35,5’0” – 5’2”,Tier 3 / Smaller town,Self-employed,"₹50,000 – ₹1,00,000",Pear (hips wider),Monthly,"Local stores, Myntra","Dresses, Tops / Shirts, Jeans / Trousers",Sometimes,Pants too long,1,Rarely,Never,₹0,Never,Other,"Straight jeans, Formal trousers, Wide-leg pants",Formal shirts,A-line,"Neutral (Black, White, Beige), Dark tones, Bright colors","₹3,000 – ₹5,000",Unlikely,No,Likely
PF100491,23–27,Above 5’3”,Tier 3 / Smaller town,Other,"₹20,000 – ₹50,000",Not sure,Once every 2–3 months,"Local stores, Amazon / Flipkart, Myntra","Jeans / Trousers, Tops / Shirts, Dresses",Rarely,Waist not fitting properly,3,Rarely,Never,₹0,Rarely,Size inconsistency,"Straight jeans, Cropped pants","Formal shirts, Casual tops, Oversized tops",A-line,"Prints, Neutral (Black, White, Beige)","Above ₹5,000",Will not buy,Maybe,Definitely not
PF100492,23–27,5’0” – 5’2”,Tier 2,Working Professional,"₹50,000 – ₹1,00,000",Apple (midsection wider),Monthly,"Myntra, Amazon / Flipkart, Ajio",Tops / Shirts,Always,"Dresses too long, Waist not fitting properly, Pants too long",4,"Yes, frequently",Always,₹700+,Sometimes,"Poor fit, Other","Straight jeans, Formal trousers, Slim fit jeans","Fitted tops, Formal shirts",A-line,"Neutral (Black, White, Beige), Bright colors, Dark tones","₹2,000 – ₹3,000",Definitely buy,"Yes, definitely",Definitely will buy
PF100493,45+,Above 5’3”,Tier 2,Working Professional,"Above ₹1,00,000",Not sure,Rarely,Ajio,"Dresses, Jeans / Trousers, Ethnic wear (Kurtas, sets)",Never,No issue,1,Never,Sometimes,₹0,Often,"Style mismatch, Fabric quality","Formal trousers, Wide-leg pants",Casual tops,"Bodycon, Midi dresses","Bright colors, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Will not buy,No,Definitely not
PF100494,28–35,4’10” – 5’0”,Tier 3 / Smaller town,Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Once every 2–3 months,Local stores,"Ethnic wear (Kurtas, sets), Dresses",Always,"Poor overall proportion, Pants too long, Sleeves too long",4,"Yes, sometimes",Never,₹0,Sometimes,"Poor fit, Fabric quality","Slim fit jeans, Cropped pants, Wide-leg pants","Fitted tops, Formal shirts",A-line,"Pastel, Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF100495,Under 18,5’2” – 5’3”,Tier 3 / Smaller town,Student,"Below ₹20,000",Rectangle (straight),Once every 2–3 months,Amazon / Flipkart,"Tops / Shirts, Dresses",Often,"Waist not fitting properly, Pants too long, Dresses too long",5,"Yes, frequently",Always,₹700+,Never,Other,"Cropped pants, Slim fit jeans","Crop tops, Casual tops, Formal shirts","A-line, Midi dresses","Bright colors, Neutral (Black, White, Beige), Dark tones","Below ₹1,000",Depends,"Yes, definitely",Definitely will buy
PF100496,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,"₹50,000 – ₹1,00,000",Pear (hips wider),Monthly,"Myntra, Instagram brands, Zara / H&M","Ethnic wear (Kurtas, sets)",Rarely,"Pants too long, Dresses too long",3,Rarely,Sometimes,₹0,Rarely,Poor fit,"Slim fit jeans, Wide-leg pants","Oversized tops, Casual tops",Mini dresses,"Dark tones, Prints, Pastel","₹3,000 – ₹5,000",Depends,Maybe,Likely
PF100497,23–27,5’0” – 5’2”,Tier 2,Student,"Below ₹20,000",Pear (hips wider),Once every 2–3 months,"Ajio, Instagram brands",Tops / Shirts,Always,"Waist not fitting properly, Pants too long, Dresses too long",5,"Yes, frequently",Always,₹300–₹700,Never,Other,Straight jeans,"Casual tops, Crop tops, Fitted tops",Midi dresses,Bright colors,"₹1,000 – ₹2,000",Depends,"Yes, definitely",Definitely will buy
PF100498,23–27,5’0” – 5’2”,Tier 2,Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Monthly,Amazon / Flipkart,"Ethnic wear (Kurtas, sets), Jeans / Trousers, Dresses",Always,"Poor overall proportion, Dresses too long",5,"Yes, sometimes",Often,₹100–₹300,Sometimes,"Poor fit, Style mismatch",Straight jeans,Crop tops,Midi dresses,Bright colors,"₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF100499,18–22,4’10” – 5’0”,Tier 3 / Smaller town,Student,No income,Pear (hips wider),Once every 2–3 months,"Amazon / Flipkart, Zara / H&M","Tops / Shirts, Jeans / Trousers",Never,No issue,3,Rarely,Never,₹0,Sometimes,Fabric quality,"Formal trousers, Cropped pants, Slim fit jeans","Crop tops, Oversized tops, Casual tops",Maxi dresses,"Neutral (Black, White, Beige), Dark tones","Below ₹1,000",Will not buy,Maybe,Unlikely
PF100500,23–27,5’2” – 5’3”,Tier 2,Student,"₹50,000 – ₹1,00,000",Hourglass,Weekly,"Instagram brands, Ajio, Myntra","Activewear, Ethnic wear (Kurtas, sets)",Often,"Pants too long, Waist not fitting properly",5,"Yes, frequently",Sometimes,₹0,Sometimes,Poor fit,Wide-leg pants,"Casual tops, Oversized tops","Maxi dresses, Bodycon",Pastel,"₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF100501,18–22,4’10” – 5’0”,Tier 1 (Metro),Student,"Below ₹20,000",Not sure,Once every 2–3 months,Ajio,Jeans / Trousers,Often,Poor overall proportion,4,"Yes, frequently",Sometimes,₹100–₹300,Rarely,"Poor fit, Size inconsistency",Formal trousers,"Casual tops, Formal shirts","Mini dresses, Maxi dresses","Bright colors, Pastel, Dark tones","₹1,000 – ₹2,000",Likely buy,"Yes, definitely",Likely
PF100502,36–45,5’2” – 5’3”,Tier 1 (Metro),Student,"Above ₹1,00,000",Rectangle (straight),Monthly,Ajio,"Ethnic wear (Kurtas, sets), Jeans / Trousers, Dresses",Often,"Pants too long, Dresses too long, Waist not fitting properly",4,"Yes, sometimes",Always,₹300–₹700,Sometimes,Poor fit,"Slim fit jeans, Formal trousers, Straight jeans",Casual tops,Mini dresses,"Bright colors, Pastel, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF100503,18–22,5’2” – 5’3”,Tier 2,Student,"₹50,000 – ₹1,00,000",Rectangle (straight),Monthly,"Ajio, Amazon / Flipkart",Jeans / Trousers,Often,"Sleeves too long, Poor overall proportion",4,"Yes, frequently",Never,₹0,Rarely,"Poor fit, Size inconsistency","Formal trousers, Wide-leg pants, Straight jeans","Formal shirts, Oversized tops",Mini dresses,"Bright colors, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,Maybe,Definitely will buy
PF100504,23–27,Above 5’3”,Tier 2,Self-employed,"₹50,000 – ₹1,00,000",Rectangle (straight),Rarely,"Ajio, Zara / H&M, Myntra","Tops / Shirts, Jeans / Trousers",Rarely,Pants too long,3,"Yes, sometimes",Sometimes,₹100–₹300,Never,Other,"Straight jeans, Slim fit jeans, Formal trousers","Fitted tops, Formal shirts, Casual tops",Midi dresses,"Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,Maybe,Definitely not
PF100505,18–22,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Once every 2–3 months,"Amazon / Flipkart, Zara / H&M, Ajio","Tops / Shirts, Jeans / Trousers, Dresses",Often,Pants too long,5,Rarely,Often,₹100–₹300,Sometimes,Poor fit,Wide-leg pants,"Fitted tops, Formal shirts, Crop tops","Mini dresses, A-line","Neutral (Black, White, Beige), Bright colors, Dark tones","₹2,000 – ₹3,000",Depends,Maybe,Definitely will buy
PF100506,18–22,4’10” – 5’0”,Tier 1 (Metro),Student,"Below ₹20,000",Pear (hips wider),Monthly,"Zara / H&M, Myntra, Amazon / Flipkart",Dresses,Often,"Pants too long, Dresses too long",4,"Yes, frequently",Always,₹100–₹300,Sometimes,"Poor fit, Size inconsistency","Straight jeans, Formal trousers, Slim fit jeans",Oversized tops,"Midi dresses, A-line","Neutral (Black, White, Beige), Pastel","₹1,000 – ₹2,000",Likely buy,"Yes, definitely",Definitely will buy
PF100507,28–35,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Not sure,Monthly,"Local stores, Myntra","Jeans / Trousers, Tops / Shirts, Dresses",Often,"Waist not fitting properly, Pants too long, Sleeves too long",5,Rarely,Often,₹100–₹300,Often,Fabric quality,Wide-leg pants,"Formal shirts, Casual tops, Crop tops","A-line, Midi dresses",Pastel,"₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF100508,28–35,Above 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Apple (midsection wider),Once every 2–3 months,Local stores,"Dresses, Activewear, Tops / Shirts",Rarely,Waist not fitting properly,2,Rarely,Sometimes,₹0,Never,Other,Formal trousers,"Crop tops, Fitted tops, Casual tops","A-line, Midi dresses","Neutral (Black, White, Beige), Bright colors, Dark tones","₹2,000 – ₹3,000",Unlikely,Maybe,Definitely not
PF100509,45+,Above 5’3”,Tier 1 (Metro),Homemaker,No income,Apple (midsection wider),Once every 2–3 months,Zara / H&M,Jeans / Trousers,Sometimes,"Sleeves too long, Waist not fitting properly",2,Rarely,Never,₹0,Often,"Poor fit, Other",Formal trousers,Formal shirts,"Maxi dresses, Midi dresses","Dark tones, Pastel, Prints","₹1,000 – ₹2,000",Unlikely,No,Definitely not
PF100510,18–22,Below 4’10”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Monthly,"Ajio, Local stores",Tops / Shirts,Always,"Dresses too long, Waist not fitting properly, Sleeves too long",3,"Yes, sometimes",Never,₹0,Sometimes,Fabric quality,"Formal trousers, Slim fit jeans, Wide-leg pants","Formal shirts, Fitted tops",Bodycon,"Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Unlikely,Maybe,Likely
PF100511,28–35,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Hourglass,Monthly,Ajio,"Jeans / Trousers, Dresses, Ethnic wear (Kurtas, sets)",Always,"Poor overall proportion, Waist not fitting properly",5,Never,Always,₹100–₹300,Sometimes,"Size inconsistency, Poor fit","Formal trousers, Straight jeans","Formal shirts, Fitted tops",Midi dresses,"Pastel, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,Maybe,Definitely will buy
PF100512,18–22,5’2” – 5’3”,Tier 2,Other,"Below ₹20,000",Hourglass,Monthly,"Local stores, Ajio","Jeans / Trousers, Tops / Shirts",Sometimes,"Sleeves too long, Pants too long",4,"Yes, frequently",Often,₹100–₹300,Very often,Size inconsistency,Formal trousers,"Crop tops, Casual tops, Formal shirts","Mini dresses, Bodycon","Neutral (Black, White, Beige), Bright colors, Pastel","₹1,000 – ₹2,000",Depends,"Yes, definitely",Definitely will buy
PF100513,18–22,Above 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Apple (midsection wider),Once every 2–3 months,"Myntra, Zara / H&M",Tops / Shirts,Rarely,Waist not fitting properly,4,"Yes, frequently",Never,₹100–₹300,Rarely,"Style mismatch, Size inconsistency","Cropped pants, Slim fit jeans, Straight jeans","Formal shirts, Crop tops, Fitted tops",A-line,"Pastel, Dark tones","₹2,000 – ₹3,000",Depends,"Yes, definitely",Maybe
PF100514,Under 18,4’10” – 5’0”,Tier 2,Student,No income,Pear (hips wider),Once every 2–3 months,"Myntra, Zara / H&M, Local stores","Activewear, Dresses, Tops / Shirts",Rarely,"Poor overall proportion, Dresses too long, Waist not fitting properly",2,"Yes, sometimes",Never,₹0,Rarely,Poor fit,"Straight jeans, Slim fit jeans","Oversized tops, Formal shirts",Mini dresses,"Neutral (Black, White, Beige)","Below ₹1,000",Will not buy,Maybe,Maybe
PF100515,36–45,5’0” – 5’2”,Tier 2,Working Professional,"Below ₹20,000",Pear (hips wider),Monthly,Instagram brands,Jeans / Trousers,Often,Pants too long,4,"Yes, frequently",Always,₹100–₹300,Sometimes,Poor fit,"Straight jeans, Wide-leg pants, Cropped pants",Crop tops,Mini dresses,"Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Likely buy,"Yes, definitely",Definitely will buy
PF100516,23–27,Above 5’3”,Tier 1 (Metro),Student,"₹50,000 – ₹1,00,000",Not sure,Monthly,Amazon / Flipkart,"Jeans / Trousers, Activewear, Tops / Shirts",Sometimes,"Waist not fitting properly, Pants too long",5,"Yes, frequently",Never,₹0,Sometimes,"Size inconsistency, Poor fit","Formal trousers, Straight jeans, Slim fit jeans","Crop tops, Oversized tops, Casual tops",Bodycon,Dark tones,"₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Likely
PF100517,45+,4’10” – 5’0”,Tier 3 / Smaller town,Student,No income,Rectangle (straight),Once every 2–3 months,"Ajio, Amazon / Flipkart, Local stores",Dresses,Never,No issue,1,Never,Sometimes,₹300–₹700,Sometimes,"Fabric quality, Size inconsistency","Slim fit jeans, Straight jeans, Formal trousers",Oversized tops,A-line,Dark tones,"Below ₹1,000",Will not buy,No,Definitely not
PF100518,18–22,4’10” – 5’0”,Tier 1 (Metro),Student,"Below ₹20,000",Hourglass,Once every 2–3 months,Zara / H&M,"Dresses, Jeans / Trousers, Tops / Shirts",Always,"Pants too long, Sleeves too long",5,"Yes, frequently",Always,₹0,Never,Other,Straight jeans,"Fitted tops, Casual tops","Midi dresses, Mini dresses","Neutral (Black, White, Beige), Pastel","₹1,000 – ₹2,000",Likely buy,"Yes, definitely",Definitely will buy
PF100519,18–22,Above 5’3”,Tier 1 (Metro),Self-employed,"₹20,000 – ₹50,000",Not sure,Monthly,Instagram brands,Tops / Shirts,Sometimes,Sleeves too long,4,"Yes, sometimes",Never,₹0,Rarely,"Poor fit, Size inconsistency","Slim fit jeans, Formal trousers, Wide-leg pants","Fitted tops, Casual tops","Bodycon, Midi dresses",Pastel,"₹3,000 – ₹5,000",Depends,"Yes, definitely",Unlikely
PF100520,28–35,5’2” – 5’3”,Tier 3 / Smaller town,Student,No income,Rectangle (straight),Once every 2–3 months,Instagram brands,"Jeans / Trousers, Dresses",Often,Sleeves too long,5,"Yes, sometimes",Sometimes,₹100–₹300,Rarely,Size inconsistency,"Slim fit jeans, Cropped pants",Casual tops,"Mini dresses, Midi dresses","Bright colors, Dark tones","Below ₹1,000",Depends,"Yes, definitely",Maybe
PF100521,36–45,5’0” – 5’2”,Tier 1 (Metro),Self-employed,"₹50,000 – ₹1,00,000",Hourglass,Monthly,"Local stores, Amazon / Flipkart, Ajio",Activewear,Never,No issue,3,"Yes, frequently",Sometimes,₹0,Sometimes,"Other, Fabric quality",Formal trousers,"Formal shirts, Fitted tops","Midi dresses, Mini dresses","Bright colors, Dark tones, Prints","₹3,000 – ₹5,000",Depends,Maybe,Maybe
PF100522,36–45,5’0” – 5’2”,Tier 3 / Smaller town,Working Professional,No income,Pear (hips wider),Weekly,"Amazon / Flipkart, Myntra","Tops / Shirts, Dresses, Ethnic wear (Kurtas, sets)",Rarely,"Waist not fitting properly, Dresses too long, Pants too long",3,Rarely,Sometimes,₹300–₹700,Never,Other,"Wide-leg pants, Cropped pants, Straight jeans","Casual tops, Fitted tops, Formal shirts",A-line,"Pastel, Neutral (Black, White, Beige)","Below ₹1,000",Unlikely,Maybe,Maybe
PF100523,23–27,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"Below ₹20,000",Hourglass,Monthly,"Myntra, Zara / H&M","Tops / Shirts, Jeans / Trousers",Sometimes,"Poor overall proportion, Sleeves too long, Waist not fitting properly",4,"Yes, frequently",Sometimes,₹0,Never,Other,"Straight jeans, Wide-leg pants, Slim fit jeans","Formal shirts, Crop tops, Fitted tops",A-line,"Bright colors, Pastel, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Likely buy,"Yes, definitely",Definitely will buy
PF100524,28–35,4’10” – 5’0”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Apple (midsection wider),Monthly,Instagram brands,"Tops / Shirts, Jeans / Trousers, Ethnic wear (Kurtas, sets)",Rarely,Poor overall proportion,2,"Yes, sometimes",Sometimes,₹100–₹300,Sometimes,Size inconsistency,"Straight jeans, Slim fit jeans, Formal trousers","Fitted tops, Formal shirts","Bodycon, Midi dresses","Dark tones, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Will not buy,Maybe,Maybe
